 ,Area,Mean,Min,Max
1,2.222E-5,255,255,255
2,1.000E-4,255,255,255
3,1.556E-4,255,255,255
4,1.111E-5,255,255,255
5,1.111E-5,255,255,255
6,5.556E-5,255,255,255
7,4.111E-4,255,255,255
8,1.111E-5,255,255,255
9,2.222E-5,255,255,255
10,4.444E-5,255,255,255
11,1.111E-5,255,255,255
12,0.001,255,255,255
13,6.667E-5,255,255,255
14,2.222E-4,255,255,255
15,3.556E-4,255,255,255
16,0.001,255,255,255
17,1.778E-4,255,255,255
18,0.002,255,255,255
19,0.002,255,255,255
20,2.222E-5,255,255,255
21,1.111E-5,255,255,255
22,0.001,255,255,255
23,0.001,255,255,255
24,0.002,255,255,255
25,0.002,255,255,255
26,2.667E-4,255,255,255
27,2.111E-4,255,255,255
28,0.001,255,255,255
29,6.667E-5,255,255,255
30,2.111E-4,255,255,255
31,2.889E-4,255,255,255
32,1.444E-4,255,255,255
33,2.222E-5,255,255,255
34,0.002,255,255,255
35,3.778E-4,255,255,255
36,2.111E-4,255,255,255
37,0.002,255,255,255
38,0.002,255,255,255
39,0.002,255,255,255
40,0.002,255,255,255
41,2.556E-4,255,255,255
42,0.002,255,255,255
43,0.002,255,255,255
44,0.002,255,255,255
45,1.889E-4,255,255,255
46,2.778E-4,255,255,255
47,0.002,255,255,255
48,1.778E-4,255,255,255
49,0.002,255,255,255
50,2.111E-4,255,255,255
51,8.889E-5,255,255,255
52,1.556E-4,255,255,255
53,2.222E-4,255,255,255
54,1.667E-4,255,255,255
55,0.002,255,255,255
56,1.444E-4,255,255,255
57,6.667E-5,255,255,255
58,0.002,255,255,255
59,0.002,255,255,255
60,0.002,255,255,255
61,2.889E-4,255,255,255
62,0.002,255,255,255
63,8.889E-5,255,255,255
64,1.778E-4,255,255,255
65,7.778E-5,255,255,255
66,2.222E-4,255,255,255
67,0.002,255,255,255
68,3.111E-4,255,255,255
69,1.444E-4,255,255,255
70,3.333E-5,255,255,255
71,2.778E-4,255,255,255
72,5.556E-5,255,255,255
73,1.111E-5,255,255,255
74,1.667E-4,255,255,255
75,0.002,255,255,255
76,2.000E-4,255,255,255
77,3.778E-4,255,255,255
78,1.778E-4,255,255,255
79,1.111E-5,255,255,255
80,0.002,255,255,255
81,3.556E-4,255,255,255
82,0.002,255,255,255
83,0.001,255,255,255
84,2.889E-4,255,255,255
85,3.778E-4,255,255,255
86,0.002,255,255,255
87,1.333E-4,255,255,255
88,0.002,255,255,255
89,0.002,255,255,255
90,0.002,255,255,255
91,0.002,255,255,255
92,9.222E-4,255,255,255
93,0.002,255,255,255
94,0.003,255,255,255
95,0.002,255,255,255
96,0.002,255,255,255
97,2.111E-4,255,255,255
98,1.556E-4,255,255,255
99,7.778E-5,255,255,255
100,1.556E-4,255,255,255
101,0.002,255,255,255
102,0.002,255,255,255
103,2.556E-4,255,255,255
104,1.333E-4,255,255,255
105,0.002,255,255,255
106,2.222E-5,255,255,255
107,0.002,255,255,255
108,1.778E-4,255,255,255
109,6.667E-5,255,255,255
110,2.778E-4,255,255,255
111,0.002,255,255,255
112,0.002,255,255,255
113,0.001,255,255,255
114,0.002,255,255,255
115,1.222E-4,255,255,255
116,2.667E-4,255,255,255
117,3.333E-5,255,255,255
118,0.003,255,255,255
119,0.002,255,255,255
120,0.001,255,255,255
121,2.778E-4,255,255,255
122,0.002,255,255,255
123,0.002,255,255,255
124,1.333E-4,255,255,255
125,0.002,255,255,255
126,0.003,255,255,255
127,3.000E-4,255,255,255
128,0.002,255,255,255
129,2.556E-4,255,255,255
130,1.667E-4,255,255,255
131,1.667E-4,255,255,255
132,1.889E-4,255,255,255
133,0.002,255,255,255
134,1.111E-4,255,255,255
135,1.444E-4,255,255,255
136,1.111E-5,255,255,255
137,1.556E-4,255,255,255
138,2.000E-4,255,255,255
139,7.333E-4,255,255,255
140,0.002,255,255,255
141,1.667E-4,255,255,255
142,1.667E-4,255,255,255
143,2.333E-4,255,255,255
144,0.002,255,255,255
145,4.444E-5,255,255,255
146,2.000E-4,255,255,255
147,0.002,255,255,255
148,6.667E-5,255,255,255
149,3.556E-4,255,255,255
150,0.001,255,255,255
151,7.778E-5,255,255,255
152,5.556E-5,255,255,255
153,0.001,255,255,255
154,1.000E-4,255,255,255
155,0.002,255,255,255
156,2.889E-4,255,255,255
157,4.444E-5,255,255,255
158,3.889E-4,255,255,255
159,0.002,255,255,255
160,0.002,255,255,255
161,2.444E-4,255,255,255
162,0.002,255,255,255
163,1.889E-4,255,255,255
164,0.002,255,255,255
165,1.000E-4,255,255,255
166,0.001,255,255,255
167,0.001,255,255,255
168,3.889E-4,255,255,255
169,0.003,255,255,255
170,1.556E-4,255,255,255
171,2.778E-4,255,255,255
172,0.002,255,255,255
173,2.222E-5,255,255,255
174,0.001,255,255,255
175,2.778E-4,255,255,255
176,1.889E-4,255,255,255
177,0.002,255,255,255
178,0.002,255,255,255
179,0.002,255,255,255
180,7.778E-5,255,255,255
181,0.002,255,255,255
182,0.002,255,255,255
183,2.111E-4,255,255,255
184,0.003,255,255,255
185,0.003,255,255,255
186,0.001,255,255,255
187,0.002,255,255,255
188,0.003,255,255,255
189,2.222E-5,255,255,255
190,1.333E-4,255,255,255
191,0.002,255,255,255
192,0.002,255,255,255
193,0.002,255,255,255
194,2.222E-4,255,255,255
195,2.889E-4,255,255,255
196,0.002,255,255,255
197,7.778E-5,255,255,255
198,4.222E-4,255,255,255
199,0.002,255,255,255
200,1.000E-4,255,255,255
201,2.889E-4,255,255,255
202,2.111E-4,255,255,255
