 ,Area,Mean,Min,Max
1,0.001,255,255,255
2,0.002,255,255,255
3,8.667E-4,255,255,255
4,7.889E-4,255,255,255
5,2.222E-5,255,255,255
6,6.667E-5,255,255,255
7,9.333E-4,255,255,255
8,0.001,255,255,255
9,1.111E-5,255,255,255
10,4.444E-5,255,255,255
11,3.333E-5,255,255,255
12,1.111E-5,255,255,255
13,2.222E-5,255,255,255
14,2.222E-5,255,255,255
15,2.222E-5,255,255,255
16,3.333E-5,255,255,255
17,2.444E-4,255,255,255
18,6.444E-4,255,255,255
19,8.000E-4,255,255,255
20,2.222E-5,255,255,255
21,3.333E-5,255,255,255
22,1.111E-5,255,255,255
23,2.222E-5,255,255,255
24,2.222E-5,255,255,255
25,2.111E-4,255,255,255
26,2.222E-5,255,255,255
27,7.333E-4,255,255,255
28,2.222E-5,255,255,255
29,2.667E-4,255,255,255
30,1.111E-5,255,255,255
31,1.111E-5,255,255,255
32,4.333E-4,255,255,255
33,1.111E-4,255,255,255
34,1.111E-5,255,255,255
35,1.111E-5,255,255,255
36,1.111E-5,255,255,255
37,2.222E-5,255,255,255
38,7.000E-4,255,255,255
39,2.333E-4,255,255,255
40,1.111E-5,255,255,255
41,2.222E-5,255,255,255
42,8.111E-4,255,255,255
43,1.111E-5,255,255,255
44,1.111E-5,255,255,255
45,2.222E-5,255,255,255
46,2.222E-5,255,255,255
47,2.000E-4,255,255,255
48,2.222E-4,255,255,255
49,7.667E-4,255,255,255
50,9.333E-4,255,255,255
51,0.002,255,255,255
52,0.001,255,255,255
53,0.002,255,255,255
54,2.222E-4,255,255,255
55,2.444E-4,255,255,255
56,2.778E-4,255,255,255
57,8.111E-4,255,255,255
58,7.667E-4,255,255,255
59,9.000E-4,255,255,255
60,0.002,255,255,255
61,2.222E-4,255,255,255
62,0.001,255,255,255
63,0.001,255,255,255
64,0.001,255,255,255
65,2.222E-4,255,255,255
66,5.889E-4,255,255,255
67,5.333E-4,255,255,255
68,8.000E-4,255,255,255
69,2.000E-4,255,255,255
70,0.001,255,255,255
71,9.556E-4,255,255,255
72,5.778E-4,255,255,255
73,0.001,255,255,255
74,1.556E-4,255,255,255
75,0.001,255,255,255
76,8.778E-4,255,255,255
77,0.001,255,255,255
78,0.001,255,255,255
79,9.889E-4,255,255,255
80,1.778E-4,255,255,255
81,0.001,255,255,255
82,2.222E-5,255,255,255
83,9.000E-4,255,255,255
84,0.001,255,255,255
85,6.667E-5,255,255,255
86,8.000E-4,255,255,255
87,0.001,255,255,255
88,0.001,255,255,255
89,1.444E-4,255,255,255
90,9.667E-4,255,255,255
91,2.222E-5,255,255,255
92,0.001,255,255,255
93,7.667E-4,255,255,255
94,8.889E-4,255,255,255
95,9.556E-4,255,255,255
96,8.889E-4,255,255,255
97,9.444E-4,255,255,255
98,0.001,255,255,255
99,9.667E-4,255,255,255
100,9.444E-4,255,255,255
101,3.556E-4,255,255,255
102,7.222E-4,255,255,255
103,9.111E-4,255,255,255
104,9.222E-4,255,255,255
105,2.667E-4,255,255,255
106,0.002,255,255,255
107,0.001,255,255,255
108,0.001,255,255,255
109,9.000E-4,255,255,255
110,0.001,255,255,255
111,2.222E-5,255,255,255
112,0.001,255,255,255
113,8.000E-4,255,255,255
114,0.001,255,255,255
115,0.001,255,255,255
116,0.001,255,255,255
117,6.000E-4,255,255,255
118,2.222E-5,255,255,255
119,0.001,255,255,255
120,8.000E-4,255,255,255
121,8.222E-4,255,255,255
122,9.778E-4,255,255,255
123,0.001,255,255,255
124,7.333E-4,255,255,255
125,8.111E-4,255,255,255
126,3.000E-4,255,255,255
127,0.001,255,255,255
128,7.000E-4,255,255,255
129,8.556E-4,255,255,255
130,0.001,255,255,255
131,9.778E-4,255,255,255
132,9.889E-4,255,255,255
133,2.222E-5,255,255,255
134,1.111E-5,255,255,255
135,4.444E-4,255,255,255
136,0.001,255,255,255
137,5.556E-4,255,255,255
138,1.111E-5,255,255,255
139,8.556E-4,255,255,255
140,7.222E-4,255,255,255
141,0.001,255,255,255
142,2.222E-5,255,255,255
143,7.444E-4,255,255,255
144,0.001,255,255,255
145,8.000E-4,255,255,255
146,9.556E-4,255,255,255
147,8.222E-4,255,255,255
148,8.667E-4,255,255,255
149,7.000E-4,255,255,255
150,5.222E-4,255,255,255
151,8.222E-4,255,255,255
152,1.111E-5,255,255,255
153,0.001,255,255,255
154,1.111E-5,255,255,255
155,2.778E-4,255,255,255
156,9.444E-4,255,255,255
157,0.002,255,255,255
158,0.001,255,255,255
159,0.001,255,255,255
160,8.778E-4,255,255,255
161,0.001,255,255,255
162,7.889E-4,255,255,255
163,0.001,255,255,255
164,9.111E-4,255,255,255
165,0.001,255,255,255
166,7.667E-4,255,255,255
167,7.667E-4,255,255,255
168,3.333E-5,255,255,255
169,0.001,255,255,255
170,9.111E-4,255,255,255
171,0.001,255,255,255
172,0.001,255,255,255
173,0.001,255,255,255
174,0.001,255,255,255
175,2.222E-5,255,255,255
176,0.002,255,255,255
177,7.778E-5,255,255,255
178,0.001,255,255,255
179,8.222E-4,255,255,255
180,0.001,255,255,255
181,8.333E-4,255,255,255
182,6.222E-4,255,255,255
183,7.667E-4,255,255,255
184,9.778E-4,255,255,255
185,7.889E-4,255,255,255
186,0.002,255,255,255
187,3.333E-5,255,255,255
188,2.000E-4,255,255,255
189,9.222E-4,255,255,255
190,2.222E-5,255,255,255
191,8.778E-4,255,255,255
192,9.111E-4,255,255,255
193,4.778E-4,255,255,255
194,0.001,255,255,255
195,0.001,255,255,255
196,0.001,255,255,255
197,0.001,255,255,255
198,8.556E-4,255,255,255
199,4.444E-4,255,255,255
200,8.333E-4,255,255,255
201,8.333E-4,255,255,255
202,0.002,255,255,255
203,8.556E-4,255,255,255
204,9.333E-4,255,255,255
205,5.556E-4,255,255,255
206,9.889E-4,255,255,255
207,7.111E-4,255,255,255
208,9.778E-4,255,255,255
209,7.222E-4,255,255,255
210,0.001,255,255,255
