 ,Area,Mean,Min,Max
1,2.222E-5,255,255,255
2,4.444E-5,255,255,255
3,2.222E-4,255,255,255
4,2.333E-4,255,255,255
5,7.222E-4,255,255,255
6,9.556E-4,255,255,255
7,7.556E-4,255,255,255
8,6.333E-4,255,255,255
9,0.001,255,255,255
10,7.111E-4,255,255,255
11,1.667E-4,255,255,255
12,9.000E-4,255,255,255
13,7.778E-4,255,255,255
14,6.667E-5,255,255,255
15,1.444E-4,255,255,255
16,7.667E-4,255,255,255
17,3.333E-5,255,255,255
18,0.001,255,255,255
19,6.444E-4,255,255,255
20,8.556E-4,255,255,255
21,6.667E-4,255,255,255
22,1.778E-4,255,255,255
23,9.444E-4,255,255,255
24,0.001,255,255,255
25,7.444E-4,255,255,255
26,8.000E-4,255,255,255
27,6.889E-4,255,255,255
28,4.667E-4,255,255,255
29,1.222E-4,255,255,255
30,9.778E-4,255,255,255
31,8.778E-4,255,255,255
32,1.111E-5,255,255,255
33,9.556E-4,255,255,255
34,6.667E-4,255,255,255
35,9.667E-4,255,255,255
36,9.778E-4,255,255,255
37,0.001,255,255,255
38,8.778E-4,255,255,255
39,3.333E-5,255,255,255
40,1.111E-5,255,255,255
41,6.556E-4,255,255,255
42,7.778E-4,255,255,255
43,2.000E-4,255,255,255
44,1.111E-5,255,255,255
45,1.111E-5,255,255,255
46,1.111E-5,255,255,255
47,1.111E-5,255,255,255
48,1.111E-5,255,255,255
49,1.111E-5,255,255,255
50,7.222E-4,255,255,255
51,2.222E-5,255,255,255
52,2.222E-5,255,255,255
53,4.444E-5,255,255,255
54,9.111E-4,255,255,255
55,7.333E-4,255,255,255
56,8.667E-4,255,255,255
57,1.111E-5,255,255,255
58,0.001,255,255,255
59,0.002,255,255,255
60,5.556E-5,255,255,255
61,0.001,255,255,255
62,0.003,255,255,255
63,5.111E-4,255,255,255
64,7.667E-4,255,255,255
65,4.444E-5,255,255,255
66,0.001,255,255,255
67,6.667E-4,255,255,255
68,8.000E-4,255,255,255
69,4.111E-4,255,255,255
70,0.002,255,255,255
71,0.001,255,255,255
72,9.444E-4,255,255,255
73,1.111E-4,255,255,255
74,6.778E-4,255,255,255
75,0.001,255,255,255
76,6.222E-4,255,255,255
77,9.222E-4,255,255,255
78,4.444E-5,255,255,255
79,8.889E-4,255,255,255
80,7.778E-4,255,255,255
81,8.000E-4,255,255,255
82,6.000E-4,255,255,255
83,8.000E-4,255,255,255
84,1.111E-5,255,255,255
85,1.444E-4,255,255,255
86,0.001,255,255,255
87,8.556E-4,255,255,255
88,2.222E-5,255,255,255
89,3.333E-5,255,255,255
90,9.000E-4,255,255,255
91,8.000E-4,255,255,255
92,7.333E-4,255,255,255
93,0.002,255,255,255
94,1.111E-5,255,255,255
95,7.778E-5,255,255,255
96,0.001,255,255,255
97,5.556E-5,255,255,255
98,7.222E-4,255,255,255
99,9.667E-4,255,255,255
100,2.222E-5,255,255,255
101,9.889E-4,255,255,255
102,8.222E-4,255,255,255
103,0.001,255,255,255
104,0.001,255,255,255
105,7.333E-4,255,255,255
106,8.222E-4,255,255,255
107,0.001,255,255,255
108,4.222E-4,255,255,255
109,9.111E-4,255,255,255
110,8.000E-4,255,255,255
111,3.333E-5,255,255,255
112,9.889E-4,255,255,255
113,2.222E-4,255,255,255
114,0.001,255,255,255
115,1.111E-5,255,255,255
116,9.111E-4,255,255,255
117,2.222E-5,255,255,255
118,9.778E-4,255,255,255
119,7.222E-4,255,255,255
120,4.444E-5,255,255,255
121,6.667E-5,255,255,255
122,0.001,255,255,255
123,0.001,255,255,255
124,9.778E-4,255,255,255
125,1.111E-5,255,255,255
126,1.111E-5,255,255,255
127,9.222E-4,255,255,255
128,2.222E-5,255,255,255
129,0.001,255,255,255
130,7.444E-4,255,255,255
131,2.778E-4,255,255,255
132,0.001,255,255,255
133,9.778E-4,255,255,255
134,5.778E-4,255,255,255
135,0.001,255,255,255
136,2.222E-4,255,255,255
137,1.111E-4,255,255,255
138,7.556E-4,255,255,255
139,8.556E-4,255,255,255
140,9.778E-4,255,255,255
141,0.001,255,255,255
142,2.222E-5,255,255,255
143,9.556E-4,255,255,255
144,2.000E-4,255,255,255
145,9.556E-4,255,255,255
146,1.111E-5,255,255,255
147,0.001,255,255,255
148,6.444E-4,255,255,255
149,8.778E-4,255,255,255
150,4.778E-4,255,255,255
151,1.111E-5,255,255,255
152,9.778E-4,255,255,255
153,1.111E-5,255,255,255
154,0.002,255,255,255
155,7.333E-4,255,255,255
156,7.222E-4,255,255,255
157,6.778E-4,255,255,255
158,0.001,255,255,255
159,0.001,255,255,255
160,0.002,255,255,255
161,0.001,255,255,255
162,0.001,255,255,255
163,6.778E-4,255,255,255
164,7.111E-4,255,255,255
165,0.001,255,255,255
166,9.111E-4,255,255,255
167,7.667E-4,255,255,255
168,9.667E-4,255,255,255
169,9.111E-4,255,255,255
170,4.889E-4,255,255,255
171,0.001,255,255,255
172,7.222E-4,255,255,255
173,0.001,255,255,255
174,0.001,255,255,255
175,0.001,255,255,255
176,8.222E-4,255,255,255
177,9.556E-4,255,255,255
178,0.002,255,255,255
179,8.556E-4,255,255,255
180,6.889E-4,255,255,255
181,0.001,255,255,255
182,0.001,255,255,255
183,8.889E-4,255,255,255
184,0.003,255,255,255
185,9.889E-4,255,255,255
186,1.111E-5,255,255,255
187,8.222E-4,255,255,255
188,3.333E-5,255,255,255
189,6.444E-4,255,255,255
190,6.556E-4,255,255,255
191,0.001,255,255,255
192,9.444E-4,255,255,255
193,0.001,255,255,255
194,0.001,255,255,255
195,9.000E-4,255,255,255
196,5.111E-4,255,255,255
197,0.002,255,255,255
198,6.111E-4,255,255,255
199,0.001,255,255,255
200,8.000E-4,255,255,255
201,0.001,255,255,255
202,8.667E-4,255,255,255
203,0.001,255,255,255
204,7.778E-4,255,255,255
205,9.333E-4,255,255,255
206,0.001,255,255,255
207,7.556E-4,255,255,255
208,7.778E-4,255,255,255
209,8.778E-4,255,255,255
210,0.001,255,255,255
211,7.222E-4,255,255,255
212,4.667E-4,255,255,255
213,0.001,255,255,255
214,0.001,255,255,255
215,7.556E-4,255,255,255
216,0.001,255,255,255
217,0.001,255,255,255
218,6.222E-4,255,255,255
219,6.889E-4,255,255,255
220,8.222E-4,255,255,255
221,0.001,255,255,255
222,5.778E-4,255,255,255
223,9.111E-4,255,255,255
224,0.001,255,255,255
225,1.111E-5,255,255,255
226,1.111E-5,255,255,255
227,8.444E-4,255,255,255
228,1.111E-5,255,255,255
229,0.001,255,255,255
230,0.001,255,255,255
231,6.444E-4,255,255,255
232,7.111E-4,255,255,255
233,0.001,255,255,255
234,7.333E-4,255,255,255
235,7.333E-4,255,255,255
236,0.002,255,255,255
237,0.001,255,255,255
238,0.001,255,255,255
239,7.667E-4,255,255,255
240,2.222E-5,255,255,255
241,9.444E-4,255,255,255
242,1.111E-5,255,255,255
243,9.333E-4,255,255,255
244,9.333E-4,255,255,255
245,0.001,255,255,255
246,1.111E-5,255,255,255
247,5.556E-4,255,255,255
248,6.000E-4,255,255,255
249,9.222E-4,255,255,255
250,8.222E-4,255,255,255
251,5.333E-4,255,255,255
252,1.111E-5,255,255,255
253,8.778E-4,255,255,255
254,0.001,255,255,255
255,0.001,255,255,255
256,0.002,255,255,255
257,7.333E-4,255,255,255
258,0.001,255,255,255
259,8.111E-4,255,255,255
260,7.889E-4,255,255,255
261,0.001,255,255,255
262,7.444E-4,255,255,255
263,5.333E-4,255,255,255
264,4.889E-4,255,255,255
265,9.333E-4,255,255,255
266,9.444E-4,255,255,255
267,7.667E-4,255,255,255
268,8.333E-4,255,255,255
269,5.222E-4,255,255,255
270,7.222E-4,255,255,255
271,6.333E-4,255,255,255
272,0.001,255,255,255
273,9.000E-4,255,255,255
274,9.667E-4,255,255,255
275,7.889E-4,255,255,255
276,0.001,255,255,255
277,9.444E-4,255,255,255
278,8.333E-4,255,255,255
279,9.333E-4,255,255,255
280,0.001,255,255,255
281,0.003,255,255,255
282,0.001,255,255,255
283,9.778E-4,255,255,255
284,0.001,255,255,255
285,0.002,255,255,255
286,1.111E-5,255,255,255
287,2.222E-5,255,255,255
288,0.002,255,255,255
289,0.001,255,255,255
290,2.222E-5,255,255,255
291,7.889E-4,255,255,255
292,0.001,255,255,255
293,9.222E-4,255,255,255
294,0.001,255,255,255
295,2.556E-4,255,255,255
296,4.333E-4,255,255,255
297,0.002,255,255,255
298,0.001,255,255,255
299,9.222E-4,255,255,255
300,0.001,255,255,255
301,0.001,255,255,255
302,7.333E-4,255,255,255
303,8.556E-4,255,255,255
304,9.222E-4,255,255,255
305,9.778E-4,255,255,255
306,7.778E-4,255,255,255
307,8.000E-4,255,255,255
308,0.001,255,255,255
309,7.333E-4,255,255,255
310,0.001,255,255,255
311,5.000E-4,255,255,255
312,7.333E-4,255,255,255
313,3.333E-5,255,255,255
314,1.111E-5,255,255,255
315,0.001,255,255,255
316,5.667E-4,255,255,255
317,6.889E-4,255,255,255
318,0.002,255,255,255
319,8.333E-4,255,255,255
320,9.778E-4,255,255,255
321,2.222E-5,255,255,255
322,9.667E-4,255,255,255
323,0.002,255,255,255
324,6.111E-4,255,255,255
325,2.000E-4,255,255,255
326,8.889E-4,255,255,255
327,3.111E-4,255,255,255
328,0.002,255,255,255
329,7.556E-4,255,255,255
330,2.222E-5,255,255,255
331,0.001,255,255,255
332,1.111E-5,255,255,255
333,7.111E-4,255,255,255
334,0.001,255,255,255
335,9.889E-4,255,255,255
336,5.556E-5,255,255,255
